:START_ID(disease)|:END_ID(second_level_departments)|type:STRING|name:STRING
4299|20907|所属科室|所属科室
938|20912|所属科室|所属科室
5953|20869|所属科室|所属科室
3987|20872|所属科室|所属科室
3653|20908|所属科室|所属科室
7499|20890|所属科室|所属科室
1919|20865|所属科室|所属科室
6479|20899|所属科室|所属科室
5624|20887|所属科室|所属科室
4388|20897|所属科室|所属科室
258|20882|所属科室|所属科室
2363|20887|所属科室|所属科室
7870|20866|所属科室|所属科室
3492|20887|所属科室|所属科室
1024|20874|所属科室|所属科室
3069|20864|所属科室|所属科室
3215|20872|所属科室|所属科室
793|20908|所属科室|所属科室
1614|20862|所属科室|所属科室
5640|20890|所属科室|所属科室
7543|20862|所属科室|所属科室
5754|20906|所属科室|所属科室
689|20879|所属科室|所属科室
6003|20867|所属科室|所属科室
133|20899|所属科室|所属科室
2085|20909|所属科室|所属科室
8714|20865|所属科室|所属科室
1338|20869|所属科室|所属科室
214|20892|所属科室|所属科室
6214|20887|所属科室|所属科室
6314|20878|所属科室|所属科室
1712|20878|所属科室|所属科室
6774|20912|所属科室|所属科室
7832|20906|所属科室|所属科室
851|20892|所属科室|所属科室
7368|20912|所属科室|所属科室
1149|20890|所属科室|所属科室
8175|20882|所属科室|所属科室
8698|20906|所属科室|所属科室
224|20888|所属科室|所属科室
4328|20909|所属科室|所属科室
2677|20879|所属科室|所属科室
8702|20906|所属科室|所属科室
3566|20872|所属科室|所属科室
4054|20866|所属科室|所属科室
2182|20867|所属科室|所属科室
5094|20890|所属科室|所属科室
3359|20912|所属科室|所属科室
4001|20908|所属科室|所属科室
6516|20899|所属科室|所属科室
6293|20878|所属科室|所属科室
7757|20897|所属科室|所属科室
3516|20904|所属科室|所属科室
5775|20865|所属科室|所属科室
6808|20887|所属科室|所属科室
2321|20878|所属科室|所属科室
5566|20899|所属科室|所属科室
5058|20864|所属科室|所属科室
2951|20897|所属科室|所属科室
2391|20887|所属科室|所属科室
4441|20872|所属科室|所属科室
373|20862|所属科室|所属科室
235|20903|所属科室|所属科室
349|20892|所属科室|所属科室
6950|20912|所属科室|所属科室
4426|20897|所属科室|所属科室
8684|20906|所属科室|所属科室
969|20874|所属科室|所属科室
5972|20866|所属科室|所属科室
7423|20906|所属科室|所属科室
7819|20906|所属科室|所属科室
2116|20909|所属科室|所属科室
8082|20893|所属科室|所属科室
356|20867|所属科室|所属科室
7605|20895|所属科室|所属科室
2927|20882|所属科室|所属科室
2488|20887|所属科室|所属科室
7914|20906|所属科室|所属科室
3608|20872|所属科室|所属科室
8336|20906|所属科室|所属科室
8585|20906|所属科室|所属科室
35|20884|所属科室|所属科室
3183|20908|所属科室|所属科室
1512|20869|所属科室|所属科室
3728|20862|所属科室|所属科室
8337|20906|所属科室|所属科室
4407|20864|所属科室|所属科室
2001|20907|所属科室|所属科室
2306|20866|所属科室|所属科室
1411|20869|所属科室|所属科室
1492|20882|所属科室|所属科室
4362|20872|所属科室|所属科室
6359|20884|所属科室|所属科室
1879|20865|所属科室|所属科室
5532|20892|所属科室|所属科室
3744|20899|所属科室|所属科室
6776|20890|所属科室|所属科室
695|20908|所属科室|所属科室
2264|20899|所属科室|所属科室
8053|20865|所属科室|所属科室
4617|20867|所属科室|所属科室
6438|20879|所属科室|所属科室
6649|20869|所属科室|所属科室
4279|20872|所属科室|所属科室
4983|20870|所属科室|所属科室
3394|20904|所属科室|所属科室
1165|20859|所属科室|所属科室
1744|20898|所属科室|所属科室
4060|20872|所属科室|所属科室
2621|20866|所属科室|所属科室
4111|20907|所属科室|所属科室
6052|20879|所属科室|所属科室
7265|20908|所属科室|所属科室
7896|20882|所属科室|所属科室
6379|20884|所属科室|所属科室
5661|20874|所属科室|所属科室
4551|20873|所属科室|所属科室
1807|20865|所属科室|所属科室
4674|20878|所属科室|所属科室
5498|20897|所属科室|所属科室
5576|20892|所属科室|所属科室
6460|20865|所属科室|所属科室
7802|20912|所属科室|所属科室
3414|20898|所属科室|所属科室
18|20884|所属科室|所属科室
79|20864|所属科室|所属科室
3286|20904|所属科室|所属科室
5994|20897|所属科室|所属科室
5120|20898|所属科室|所属科室
1647|20887|所属科室|所属科室
4817|20892|所属科室|所属科室
6577|20882|所属科室|所属科室
4253|20872|所属科室|所属科室
4612|20884|所属科室|所属科室
4774|20865|所属科室|所属科室
1584|20869|所属科室|所属科室
1474|20869|所属科室|所属科室
4945|20872|所属科室|所属科室
304|20882|所属科室|所属科室
3979|20872|所属科室|所属科室
4672|20878|所属科室|所属科室
2443|20895|所属科室|所属科室
6713|20908|所属科室|所属科室
6878|20884|所属科室|所属科室
7123|20872|所属科室|所属科室
8522|20864|所属科室|所属科室
1934|20865|所属科室|所属科室
4418|20864|所属科室|所属科室
8803|20884|所属科室|所属科室
3643|20872|所属科室|所属科室
6732|20865|所属科室|所属科室
4270|20903|所属科室|所属科室
6298|20884|所属科室|所属科室
5720|20892|所属科室|所属科室
7081|20878|所属科室|所属科室
8057|20899|所属科室|所属科室
2253|20904|所属科室|所属科室
378|20867|所属科室|所属科室
2897|20897|所属科室|所属科室
1502|20869|所属科室|所属科室
785|20907|所属科室|所属科室
4507|20887|所属科室|所属科室
5436|20869|所属科室|所属科室
1043|20892|所属科室|所属科室
1167|20859|所属科室|所属科室
7220|20865|所属科室|所属科室
3747|20872|所属科室|所属科室
7176|20872|所属科室|所属科室
2063|20909|所属科室|所属科室
3967|20884|所属科室|所属科室
6696|20865|所属科室|所属科室
1957|20907|所属科室|所属科室
1981|20907|所属科室|所属科室
8638|20899|所属科室|所属科室
5760|20904|所属科室|所属科室
4317|20887|所属科室|所属科室
8184|20898|所属科室|所属科室
4371|20860|所属科室|所属科室
4128|20869|所属科室|所属科室
3597|20899|所属科室|所属科室
394|20867|所属科室|所属科室
1980|20909|所属科室|所属科室
4190|20882|所属科室|所属科室
3311|20872|所属科室|所属科室
3282|20912|所属科室|所属科室
8247|20898|所属科室|所属科室
6326|20887|所属科室|所属科室
6520|20898|所属科室|所属科室
5681|20912|所属科室|所属科室
7795|20908|所属科室|所属科室
5132|20867|所属科室|所属科室
8541|20912|所属科室|所属科室
8650|20897|所属科室|所属科室
8790|20879|所属科室|所属科室
2508|20897|所属科室|所属科室
4009|20864|所属科室|所属科室
2571|20887|所属科室|所属科室
286|20873|所属科室|所属科室
1523|20882|所属科室|所属科室
2328|20866|所属科室|所属科室
4435|20887|所属科室|所属科室
6296|20899|所属科室|所属科室
8223|20882|所属科室|所属科室
1773|20864|所属科室|所属科室
4120|20872|所属科室|所属科室
8098|20892|所属科室|所属科室
5623|20866|所属科室|所属科室
8395|20869|所属科室|所属科室
2352|20890|所属科室|所属科室
3382|20898|所属科室|所属科室
2087|20907|所属科室|所属科室
1357|20869|所属科室|所属科室
1886|20865|所属科室|所属科室
7501|20887|所属科室|所属科室
1986|20907|所属科室|所属科室
3257|20907|所属科室|所属科室
282|20867|所属科室|所属科室
1183|20867|所属科室|所属科室
8199|20906|所属科室|所属科室
675|20879|所属科室|所属科室
5472|20906|所属科室|所属科室
4718|20865|所属科室|所属科室
2279|20899|所属科室|所属科室
2459|20895|所属科室|所属科室
4715|20872|所属科室|所属科室
5956|20869|所属科室|所属科室
22|20884|所属科室|所属科室
7073|20878|所属科室|所属科室
4997|20912|所属科室|所属科室
411|20867|所属科室|所属科室
6222|20899|所属科室|所属科室
3703|20873|所属科室|所属科室
1332|20869|所属科室|所属科室
7823|20865|所属科室|所属科室
3371|20872|所属科室|所属科室
392|20867|所属科室|所属科室
3770|20890|所属科室|所属科室
8412|20897|所属科室|所属科室
5182|20899|所属科室|所属科室
183|20864|所属科室|所属科室
5675|20895|所属科室|所属科室
681|20872|所属科室|所属科室
4607|20884|所属科室|所属科室
808|20904|所属科室|所属科室
336|20867|所属科室|所属科室
5215|20882|所属科室|所属科室
4523|20907|所属科室|所属科室
7743|20906|所属科室|所属科室
3790|20872|所属科室|所属科室
4487|20897|所属科室|所属科室
7976|20897|所属科室|所属科室
1606|20887|所属科室|所属科室
4962|20870|所属科室|所属科室
728|20873|所属科室|所属科室
5971|20865|所属科室|所属科室
1670|20887|所属科室|所属科室
3816|20899|所属科室|所属科室
5806|20862|所属科室|所属科室
2101|20909|所属科室|所属科室
7339|20873|所属科室|所属科室
3872|20909|所属科室|所属科室
5670|20867|所属科室|所属科室
6968|20897|所属科室|所属科室
1935|20907|所属科室|所属科室
3927|20907|所属科室|所属科室
6894|20865|所属科室|所属科室
6234|20865|所属科室|所属科室
1336|20869|所属科室|所属科室
5210|20893|所属科室|所属科室
3022|20882|所属科室|所属科室
742|20908|所属科室|所属科室
129|20892|所属科室|所属科室
1953|20907|所属科室|所属科室
7999|20867|所属科室|所属科室
8679|20906|所属科室|所属科室
1032|20892|所属科室|所属科室
4784|20892|所属科室|所属科室
7268|20867|所属科室|所属科室
7766|20906|所属科室|所属科室
375|20867|所属科室|所属科室
4092|20864|所属科室|所属科室
7468|20906|所属科室|所属科室
5946|20860|所属科室|所属科室
1486|20869|所属科室|所属科室
4499|20887|所属科室|所属科室
887|20904|所属科室|所属科室
1760|20872|所属科室|所属科室
4741|20869|所属科室|所属科室
6690|20892|所属科室|所属科室
5874|20887|所属科室|所属科室
5019|20867|所属科室|所属科室
7286|20906|所属科室|所属科室
3531|20873|所属科室|所属科室
753|20908|所属科室|所属科室
2365|20878|所属科室|所属科室
4034|20872|所属科室|所属科室
5872|20890|所属科室|所属科室
7400|20874|所属科室|所属科室
1763|20866|所属科室|所属科室
3378|20872|所属科室|所属科室
4437|20874|所属科室|所属科室
1988|20907|所属科室|所属科室
863|20904|所属科室|所属科室
1558|20907|所属科室|所属科室
2285|20912|所属科室|所属科室
5018|20908|所属科室|所属科室
159|20899|所属科室|所属科室
3227|20902|所属科室|所属科室
176|20872|所属科室|所属科室
3504|20864|所属科室|所属科室
6840|20908|所属科室|所属科室
694|20873|所属科室|所属科室
6319|20879|所属科室|所属科室
8399|20906|所属科室|所属科室
6218|20907|所属科室|所属科室
1130|20890|所属科室|所属科室
6842|20890|所属科室|所属科室
365|20867|所属科室|所属科室
3702|20895|所属科室|所属科室
5305|20882|所属科室|所属科室
6745|20903|所属科室|所属科室
8350|20887|所属科室|所属科室
2294|20868|所属科室|所属科室
186|20892|所属科室|所属科室
6276|20878|所属科室|所属科室
5648|20878|所属科室|所属科室
3988|20908|所属科室|所属科室
7937|20869|所属科室|所属科室
4212|20872|所属科室|所属科室
685|20880|所属科室|所属科室
5580|20892|所属科室|所属科室
777|20872|所属科室|所属科室
5650|20908|所属科室|所属科室
5886|20865|所属科室|所属科室
970|20874|所属科室|所属科室
8086|20898|所属科室|所属科室
7873|20879|所属科室|所属科室
4592|20912|所属科室|所属科室
3629|20909|所属科室|所属科室
3416|20905|所属科室|所属科室
5387|20897|所属科室|所属科室
1100|20869|所属科室|所属科室
6116|20912|所属科室|所属科室
3268|20862|所属科室|所属科室
8011|20874|所属科室|所属科室
2847|20908|所属科室|所属科室
4391|20882|所属科室|所属科室
5866|20882|所属科室|所属科室
3766|20864|所属科室|所属科室
8217|20912|所属科室|所属科室
6593|20912|所属科室|所属科室
8304|20866|所属科室|所属科室
7271|20892|所属科室|所属科室
7297|20872|所属科室|所属科室
8740|20906|所属科室|所属科室
324|20903|所属科室|所属科室
3754|20899|所属科室|所属科室
340|20903|所属科室|所属科室
5193|20898|所属科室|所属科室
8283|20906|所属科室|所属科室
8269|20899|所属科室|所属科室
4621|20897|所属科室|所属科室
5125|20872|所属科室|所属科室
7229|20890|所属科室|所属科室
1850|20865|所属科室|所属科室
3526|20869|所属科室|所属科室
1420|20869|所属科室|所属科室
2489|20887|所属科室|所属科室
859|20904|所属科室|所属科室
3450|20872|所属科室|所属科室
4632|20865|所属科室|所属科室
2041|20907|所属科室|所属科室
3319|20870|所属科室|所属科室
1627|20882|所属科室|所属科室
1993|20907|所属科室|所属科室
7346|20906|所属科室|所属科室
6197|20912|所属科室|所属科室
1303|20869|所属科室|所属科室
3797|20872|所属科室|所属科室
4021|20904|所属科室|所属科室
2183|20908|所属科室|所属科室
1138|20890|所属科室|所属科室
4294|20862|所属科室|所属科室
7397|20887|所属科室|所属科室
4392|20903|所属科室|所属科室
2512|20908|所属科室|所属科室
7576|20882|所属科室|所属科室
6964|20869|所属科室|所属科室
1941|20907|所属科室|所属科室
5281|20899|所属科室|所属科室
5637|20904|所属科室|所属科室
3947|20907|所属科室|所属科室
7822|20906|所属科室|所属科室
2255|20860|所属科室|所属科室
8608|20882|所属科室|所属科室
1328|20869|所属科室|所属科室
5755|20869|所属科室|所属科室
5920|20895|所属科室|所属科室
4151|20907|所属科室|所属科室
784|20908|所属科室|所属科室
2125|20909|所属科室|所属科室
7837|20906|所属科室|所属科室
4799|20872|所属科室|所属科室
8417|20879|所属科室|所属科室
3584|20897|所属科室|所属科室
6128|20887|所属科室|所属科室
371|20882|所属科室|所属科室
6395|20887|所属科室|所属科室
2985|20897|所属科室|所属科室
2357|20897|所属科室|所属科室
8077|20897|所属科室|所属科室
8635|20906|所属科室|所属科室
5617|20869|所属科室|所属科室
2128|20860|所属科室|所属科室
6149|20874|所属科室|所属科室
5357|20869|所属科室|所属科室
5634|20866|所属科室|所属科室
62|20866|所属科室|所属科室
1594|20862|所属科室|所属科室
6403|20890|所属科室|所属科室
4106|20884|所属科室|所属科室
5127|20869|所属科室|所属科室
7981|20897|所属科室|所属科室
1320|20869|所属科室|所属科室
4217|20882|所属科室|所属科室
8113|20897|所属科室|所属科室
8446|20912|所属科室|所属科室
2608|20873|所属科室|所属科室
6725|20899|所属科室|所属科室
3164|20907|所属科室|所属科室
8794|20869|所属科室|所属科室
4178|20887|所属科室|所属科室
2415|20882|所属科室|所属科室
4050|20912|所属科室|所属科室
2413|20881|所属科室|所属科室
7830|20882|所属科室|所属科室
5649|20912|所属科室|所属科室
7461|20912|所属科室|所属科室
7261|20906|所属科室|所属科室
6442|20867|所属科室|所属科室
8290|20895|所属科室|所属科室
3718|20897|所属科室|所属科室
5001|20887|所属科室|所属科室
7859|20865|所属科室|所属科室
5793|20867|所属科室|所属科室
7905|20869|所属科室|所属科室
7496|20890|所属科室|所属科室
4430|20869|所属科室|所属科室
5365|20872|所属科室|所属科室
6923|20869|所属科室|所属科室
3392|20872|所属科室|所属科室
3581|20865|所属科室|所属科室
8153|20906|所属科室|所属科室
4340|20872|所属科室|所属科室
2807|20895|所属科室|所属科室
2789|20878|所属科室|所属科室
3400|20872|所属科室|所属科室
6685|20899|所属科室|所属科室
2078|20909|所属科室|所属科室
3300|20908|所属科室|所属科室
5451|20878|所属科室|所属科室
4250|20903|所属科室|所属科室
8236|20897|所属科室|所属科室
1860|20865|所属科室|所属科室
337|20866|所属科室|所属科室
2058|20909|所属科室|所属科室
5579|20887|所属科室|所属科室
1016|20872|所属科室|所属科室
5276|20904|所属科室|所属科室
1205|20895|所属科室|所属科室
6268|20909|所属科室|所属科室
7065|20878|所属科室|所属科室
4847|20912|所属科室|所属科室
7139|20878|所属科室|所属科室
7910|20906|所属科室|所属科室
582|20887|所属科室|所属科室
3867|20907|所属科室|所属科室
3115|20912|所属科室|所属科室
169|20905|所属科室|所属科室
6362|20908|所属科室|所属科室
4358|20873|所属科室|所属科室
6243|20867|所属科室|所属科室
4069|20860|所属科室|所属科室
3572|20872|所属科室|所属科室
2640|20902|所属科室|所属科室
3498|20892|所属科室|所属科室
1188|20859|所属科室|所属科室
6678|20892|所属科室|所属科室
25|20884|所属科室|所属科室
4731|20867|所属科室|所属科室
8639|20906|所属科室|所属科室
6120|20904|所属科室|所属科室
4917|20908|所属科室|所属科室
4370|20873|所属科室|所属科室
7878|20879|所属科室|所属科室
2623|20908|所属科室|所属科室
557|20867|所属科室|所属科室
4653|20864|所属科室|所属科室
7777|20887|所属科室|所属科室
1157|20872|所属科室|所属科室
1738|20898|所属科室|所属科室
8770|20898|所属科室|所属科室
2620|20912|所属科室|所属科室
472|20867|所属科室|所属科室
5696|20907|所属科室|所属科室
3656|20873|所属科室|所属科室
1730|20878|所属科室|所属科室
5|20864|所属科室|所属科室
1368|20869|所属科室|所属科室
704|20908|所属科室|所属科室
5121|20908|所属科室|所属科室
2716|20867|所属科室|所属科室
4052|20865|所属科室|所属科室
4745|20865|所属科室|所属科室
7295|20906|所属科室|所属科室
2921|20866|所属科室|所属科室
8441|20906|所属科室|所属科室
5701|20882|所属科室|所属科室
4691|20907|所属科室|所属科室
1586|20887|所属科室|所属科室
4537|20864|所属科室|所属科室
5463|20887|所属科室|所属科室
7463|20874|所属科室|所属科室
6111|20873|所属科室|所属科室
6798|20908|所属科室|所属科室
8166|20906|所属科室|所属科室
5338|20872|所属科室|所属科室
3986|20884|所属科室|所属科室
660|20906|所属科室|所属科室
5888|20890|所属科室|所属科室
6609|20882|所属科室|所属科室
8351|20912|所属科室|所属科室
4620|20867|所属科室|所属科室
357|20867|所属科室|所属科室
5269|20897|所属科室|所属科室
4007|20908|所属科室|所属科室
6389|20864|所属科室|所属科室
3795|20872|所属科室|所属科室
1982|20909|所属科室|所属科室
3024|20864|所属科室|所属科室
6689|20867|所属科室|所属科室
2842|20897|所属科室|所属科室
3045|20867|所属科室|所属科室
7630|20906|所属科室|所属科室
4107|20895|所属科室|所属科室
8667|20897|所属科室|所属科室
6779|20865|所属科室|所属科室
6340|20890|所属科室|所属科室
8088|20865|所属科室|所属科室
6331|20864|所属科室|所属科室
5233|20897|所属科室|所属科室
3351|20882|所属科室|所属科室
2724|20904|所属科室|所属科室
1410|20869|所属科室|所属科室
7776|20906|所属科室|所属科室
5348|20912|所属科室|所属科室
5185|20872|所属科室|所属科室
1495|20869|所属科室|所属科室
6597|20890|所属科室|所属科室
6850|20912|所属科室|所属科室
7052|20884|所属科室|所属科室
2727|20909|所属科室|所属科室
3082|20869|所属科室|所属科室
3081|20878|所属科室|所属科室
1517|20882|所属科室|所属科室
6070|20899|所属科室|所属科室
8325|20882|所属科室|所属科室
5284|20866|所属科室|所属科室
6023|20897|所属科室|所属科室
2134|20860|所属科室|所属科室
5017|20872|所属科室|所属科室
261|20867|所属科室|所属科室
8307|20882|所属科室|所属科室
5363|20865|所属科室|所属科室
2687|20866|所属科室|所属科室
7446|20909|所属科室|所属科室
4874|20867|所属科室|所属科室
7698|20887|所属科室|所属科室
2244|20912|所属科室|所属科室
8291|20906|所属科室|所属科室
1129|20890|所属科室|所属科室
8347|20867|所属科室|所属科室
5521|20866|所属科室|所属科室
4514|20887|所属科室|所属科室
4608|20866|所属科室|所属科室
3132|20866|所属科室|所属科室
5919|20865|所属科室|所属科室
499|20882|所属科室|所属科室
2386|20869|所属科室|所属科室
5824|20884|所属科室|所属科室
6792|20892|所属科室|所属科室
7683|20883|所属科室|所属科室
7426|20906|所属科室|所属科室
3582|20897|所属科室|所属科室
8589|20906|所属科室|所属科室
6771|20908|所属科室|所属科室
4163|20882|所属科室|所属科室
77|20864|所属科室|所属科室
5773|20884|所属科室|所属科室
4944|20859|所属科室|所属科室
4980|20893|所属科室|所属科室
8612|20869|所属科室|所属科室
8488|20908|所属科室|所属科室
2371|20887|所属科室|所属科室
7936|20869|所属科室|所属科室
8258|20869|所属科室|所属科室
4860|20890|所属科室|所属科室
691|20908|所属科室|所属科室
990|20874|所属科室|所属科室
6857|20912|所属科室|所属科室
4600|20874|所属科室|所属科室
7484|20882|所属科室|所属科室
1252|20868|所属科室|所属科室
7283|20902|所属科室|所属科室
52|20884|所属科室|所属科室
7535|20906|所属科室|所属科室
86|20864|所属科室|所属科室
8208|20873|所属科室|所属科室
1677|20878|所属科室|所属科室
4649|20887|所属科室|所属科室
8041|20884|所属科室|所属科室
7223|20906|所属科室|所属科室
1108|20908|所属科室|所属科室
988|20874|所属科室|所属科室
1461|20869|所属科室|所属科室
6674|20908|所属科室|所属科室
7677|20895|所属科室|所属科室
2073|20909|所属科室|所属科室
3321|20905|所属科室|所属科室
6550|20904|所属科室|所属科室
3934|20862|所属科室|所属科室
5096|20869|所属科室|所属科室
570|20903|所属科室|所属科室
5863|20892|所属科室|所属科室
2168|20887|所属科室|所属科室
8116|20884|所属科室|所属科室
5836|20878|所属科室|所属科室
6697|20888|所属科室|所属科室
3558|20867|所属科室|所属科室
2843|20897|所属科室|所属科室
7925|20882|所属科室|所属科室
6159|20897|所属科室|所属科室
2500|20882|所属科室|所属科室
26|20884|所属科室|所属科室
3063|20897|所属科室|所属科室
947|20872|所属科室|所属科室
7002|20887|所属科室|所属科室
2199|20897|所属科室|所属科室
2112|20909|所属科室|所属科室
2609|20910|所属科室|所属科室
1813|20865|所属科室|所属科室
6610|20912|所属科室|所属科室
1162|20906|所属科室|所属科室
1385|20869|所属科室|所属科室
2641|20882|所属科室|所属科室
5862|20869|所属科室|所属科室
7444|20867|所属科室|所属科室
8220|20899|所属科室|所属科室
2091|20909|所属科室|所属科室
6406|20903|所属科室|所属科室
281|20903|所属科室|所属科室
8534|20906|所属科室|所属科室
1906|20865|所属科室|所属科室
2577|20912|所属科室|所属科室
3521|20865|所属科室|所属科室
5763|20908|所属科室|所属科室
3149|20907|所属科室|所属科室
765|20908|所属科室|所属科室
7782|20910|所属科室|所属科室
6081|20909|所属科室|所属科室
8560|20882|所属科室|所属科室
5141|20887|所属科室|所属科室
2159|20908|所属科室|所属科室
6039|20912|所属科室|所属科室
7143|20878|所属科室|所属科室
709|20874|所属科室|所属科室
8535|20905|所属科室|所属科室
1213|20895|所属科室|所属科室
2551|20866|所属科室|所属科室
8084|20906|所属科室|所属科室
8648|20882|所属科室|所属科室
7581|20874|所属科室|所属科室
3102|20897|所属科室|所属科室
589|20867|所属科室|所属科室
4835|20908|所属科室|所属科室
7053|20867|所属科室|所属科室
1871|20865|所属科室|所属科室
2381|20903|所属科室|所属科室
3658|20860|所属科室|所属科室
1921|20865|所属科室|所属科室
7334|20882|所属科室|所属科室
6377|20869|所属科室|所属科室
7646|20906|所属科室|所属科室
782|20907|所属科室|所属科室
7040|20874|所属科室|所属科室
7674|20906|所属科室|所属科室
8022|20906|所属科室|所属科室
4796|20869|所属科室|所属科室
4716|20882|所属科室|所属科室
6259|20897|所属科室|所属科室
4647|20867|所属科室|所属科室
791|20873|所属科室|所属科室
7247|20906|所属科室|所属科室
227|20873|所属科室|所属科室
2412|20879|所属科室|所属科室
8009|20899|所属科室|所属科室
8207|20898|所属科室|所属科室
726|20908|所属科室|所属科室
961|20912|所属科室|所属科室
4427|20869|所属科室|所属科室
1214|20887|所属科室|所属科室
3827|20899|所属科室|所属科室
6660|20869|所属科室|所属科室
667|20895|所属科室|所属科室
364|20867|所属科室|所属科室
6006|20869|所属科室|所属科室
7062|20904|所属科室|所属科室
4928|20872|所属科室|所属科室
1767|20872|所属科室|所属科室
6624|20860|所属科室|所属科室
3491|20872|所属科室|所属科室
6224|20867|所属科室|所属科室
2619|20866|所属科室|所属科室
7410|20895|所属科室|所属科室
7835|20881|所属科室|所属科室
2060|20897|所属科室|所属科室
1977|20907|所属科室|所属科室
7507|20890|所属科室|所属科室
5410|20869|所属科室|所属科室
4065|20905|所属科室|所属科室
2241|20870|所属科室|所属科室
7781|20897|所属科室|所属科室
5883|20865|所属科室|所属科室
3339|20893|所属科室|所属科室
6916|20912|所属科室|所属科室
5351|20872|所属科室|所属科室
493|20867|所属科室|所属科室
2420|20866|所属科室|所属科室
5402|20864|所属科室|所属科室
1833|20865|所属科室|所属科室
6693|20897|所属科室|所属科室
4982|20873|所属科室|所属科室
5902|20869|所属科室|所属科室
6961|20866|所属科室|所属科室
1581|20907|所属科室|所属科室
1105|20869|所属科室|所属科室
2635|20887|所属科室|所属科室
6882|20897|所属科室|所属科室
1991|20907|所属科室|所属科室
7068|20869|所属科室|所属科室
8591|20906|所属科室|所属科室
6203|20870|所属科室|所属科室
1556|20905|所属科室|所属科室
7748|20906|所属科室|所属科室
6122|20870|所属科室|所属科室
771|20873|所属科室|所属科室
5156|20882|所属科室|所属科室
1069|20887|所属科室|所属科室
4127|20864|所属科室|所属科室
4926|20879|所属科室|所属科室
2867|20869|所属科室|所属科室
1499|20869|所属科室|所属科室
3760|20864|所属科室|所属科室
6667|20884|所属科室|所属科室
4455|20884|所属科室|所属科室
8372|20906|所属科室|所属科室
2949|20878|所属科室|所属科室
3870|20884|所属科室|所属科室
361|20882|所属科室|所属科室
4825|20897|所属科室|所属科室
4208|20897|所属科室|所属科室
4491|20897|所属科室|所属科室
8112|20906|所属科室|所属科室
6013|20897|所属科室|所属科室
8503|20912|所属科室|所属科室
882|20866|所属科室|所属科室
4093|20909|所属科室|所属科室
6630|20878|所属科室|所属科室
3374|20872|所属科室|所属科室
5916|20887|所属科室|所属科室
8256|20884|所属科室|所属科室
5730|20908|所属科室|所属科室
7928|20906|所属科室|所属科室
5533|20882|所属科室|所属科室
5586|20908|所属科室|所属科室
1487|20874|所属科室|所属科室
6419|20874|所属科室|所属科室
1847|20865|所属科室|所属科室
188|20892|所属科室|所属科室
854|20862|所属科室|所属科室
3398|20882|所属科室|所属科室
826|20904|所属科室|所属科室
4353|20873|所属科室|所属科室
6773|20899|所属科室|所属科室
2403|20895|所属科室|所属科室
6487|20860|所属科室|所属科室
7505|20912|所属科室|所属科室
4690|20874|所属科室|所属科室
2044|20907|所属科室|所属科室
2595|20912|所属科室|所属科室
4465|20872|所属科室|所属科室
5856|20895|所属科室|所属科室
1638|20862|所属科室|所属科室
3161|20912|所属科室|所属科室
6643|20909|所属科室|所属科室
3529|20864|所属科室|所属科室
2368|20882|所属科室|所属科室
2780|20884|所属科室|所属科室
7009|20892|所属科室|所属科室
7020|20890|所属科室|所属科室
8546|20908|所属科室|所属科室
8261|20897|所属科室|所属科室
3779|20866|所属科室|所属科室
5220|20899|所属科室|所属科室
8419|20908|所属科室|所属科室
5056|20897|所属科室|所属科室
8083|20887|所属科室|所属科室
2584|20878|所属科室|所属科室
6975|20890|所属科室|所属科室
5612|20893|所属科室|所属科室
8628|20906|所属科室|所属科室
1170|20867|所属科室|所属科室
949|20912|所属科室|所属科室
8661|20906|所属科室|所属科室
1784|20864|所属科室|所属科室
1588|20907|所属科室|所属科室
2614|20879|所属科室|所属科室
960|20912|所属科室|所属科室
2859|20887|所属科室|所属科室
7415|20874|所属科室|所属科室
462|20867|所属科室|所属科室
3064|20864|所属科室|所属科室
8796|20869|所属科室|所属科室
7791|20882|所属科室|所属科室
5616|20897|所属科室|所属科室
4366|20873|所属科室|所属科室
5948|20887|所属科室|所属科室
4918|20908|所属科室|所属科室
7731|20897|所属科室|所属科室
2692|20897|所属科室|所属科室
8554|20862|所属科室|所属科室
3671|20873|所属科室|所属科室
3954|20884|所属科室|所属科室
8385|20904|所属科室|所属科室
2697|20887|所属科室|所属科室
1028|20874|所属科室|所属科室
323|20873|所属科室|所属科室
627|20866|所属科室|所属科室
3549|20908|所属科室|所属科室
7770|20897|所属科室|所属科室
7180|20878|所属科室|所属科室
7662|20897|所属科室|所属科室
7046|20908|所属科室|所属科室
885|20887|所属科室|所属科室
2144|20866|所属科室|所属科室
5993|20865|所属科室|所属科室
4633|20897|所属科室|所属科室
5227|20907|所属科室|所属科室
6605|20893|所属科室|所属科室
3251|20898|所属科室|所属科室
1547|20883|所属科室|所属科室
3337|20868|所属科室|所属科室
2045|20908|所属科室|所属科室
3033|20882|所属科室|所属科室
2122|20909|所属科室|所属科室
3039|20869|所属科室|所属科室
6382|20897|所属科室|所属科室
7167|20878|所属科室|所属科室
6472|20869|所属科室|所属科室
8601|20906|所属科室|所属科室
6786|20890|所属科室|所属科室
6397|20867|所属科室|所属科室
2127|20903|所属科室|所属科室
2242|20893|所属科室|所属科室
2421|20887|所属科室|所属科室
2310|20907|所属科室|所属科室
4382|20899|所属科室|所属科室
2670|20908|所属科室|所属科室
