:START_ID(disease)|:END_ID(disease)|type:STRING|name:STRING
1925|8178|并发症|并发症
7714|1092|并发症|并发症
7074|355|并发症|并发症
361|258|并发症|并发症
5132|258|并发症|并发症
8656|1209|并发症|并发症
3902|717|并发症|并发症
1055|195|并发症|并发症
217|6355|并发症|并发症
2046|858|并发症|并发症
2329|2388|并发症|并发症
863|67|并发症|并发症
3719|1976|并发症|并发症
4850|617|并发症|并发症
6319|2246|并发症|并发症
4573|23|并发症|并发症
1064|3972|并发症|并发症
5801|203|并发症|并发症
1166|400|并发症|并发症
5063|355|并发症|并发症
8326|8719|并发症|并发症
4516|933|并发症|并发症
5741|52|并发症|并发症
5380|705|并发症|并发症
627|195|并发症|并发症
2398|617|并发症|并发症
5702|3856|并发症|并发症
8779|3972|并发症|并发症
6898|933|并发症|并发症
4892|4865|并发症|并发症
824|814|并发症|并发症
3185|567|并发症|并发症
7633|3670|并发症|并发症
3825|2205|并发症|并发症
586|138|并发症|并发症
6271|1212|并发症|并发症
6101|551|并发症|并发症
4464|1852|并发症|并发症
2936|167|并发症|并发症
5018|3550|并发症|并发症
1598|6791|并发症|并发症
8299|7168|并发症|并发症
4625|3706|并发症|并发症
2842|3117|并发症|并发症
6864|220|并发症|并发症
1600|1317|并发症|并发症
5457|40|并发症|并发症
3127|34|并发症|并发症
7075|193|并发症|并发症
4268|3037|并发症|并发症
3950|21|并发症|并发症
8087|3752|并发症|并发症
7861|8246|并发症|并发症
1974|793|并发症|并发症
1420|1384|并发症|并发症
5518|462|并发症|并发症
3410|2800|并发症|并发症
2026|743|并发症|并发症
1808|1871|并发症|并发症
2904|6908|并发症|并发症
3132|1346|并发症|并发症
4958|6934|并发症|并发症
7707|1720|并发症|并发症
7890|236|并发症|并发症
2445|1721|并发症|并发症
6935|6934|并发症|并发症
3464|3107|并发症|并发症
6821|1570|并发症|并发症
471|474|并发症|并发症
5872|2282|并发症|并发症
5272|8801|并发症|并发症
2030|4283|并发症|并发症
3467|138|并发症|并发症
2288|7809|并发症|并发症
706|5477|并发症|并发症
8653|7205|并发症|并发症
1128|739|并发症|并发症
2948|23|并发症|并发症
7326|40|并发症|并发症
8642|2137|并发症|并发症
3300|1108|并发症|并发症
7034|4419|并发症|并发症
2416|2441|并发症|并发症
3343|7037|并发症|并发症
7747|3706|并发症|并发症
3547|1317|并发症|并发症
2378|4446|并发症|并发症
8197|8206|并发症|并发症
5903|2404|并发症|并发症
4375|5|并发症|并发症
8056|927|并发症|并发症
4445|8387|并发症|并发症
2448|3207|并发症|并发症
3405|1212|并发症|并发症
1271|563|并发症|并发症
2630|616|并发症|并发症
6301|2928|并发症|并发症
7999|2389|并发症|并发症
632|618|并发症|并发症
444|258|并发症|并发症
4696|4720|并发症|并发症
4315|2229|并发症|并发症
8045|202|并发症|并发症
3742|6507|并发症|并发症
2997|914|并发症|并发症
5395|3409|并发症|并发症
4796|167|并发症|并发症
4387|1684|并发症|并发症
5403|3921|并发症|并发症
2474|138|并发症|并发症
2623|3121|并发症|并发症
8708|2455|并发症|并发症
658|3972|并发症|并发症
2675|2800|并发症|并发症
6053|3270|并发症|并发症
2868|2894|并发症|并发症
3777|5977|并发症|并发症
8658|779|并发症|并发症
1541|743|并发症|并发症
3453|1834|并发症|并发症
4743|1871|并发症|并发症
2563|193|并发症|并发症
5449|195|并发症|并发症
484|3786|并发症|并发症
2542|311|并发症|并发症
398|4167|并发症|并发症
7767|1135|并发症|并发症
2428|643|并发症|并发症
6833|4283|并发症|并发症
4798|7945|并发症|并发症
825|4128|并发症|并发症
3115|46|并发症|并发症
8117|2282|并发症|并发症
2860|2315|并发症|并发症
907|2754|并发症|并发症
5361|1782|并发症|并发症
4493|5028|并发症|并发症
6483|2572|并发症|并发症
327|6934|并发症|并发症
8553|4865|并发症|并发症
1071|3811|并发症|并发症
1258|5069|并发症|并发症
4497|4585|并发症|并发症
2390|8801|并发症|并发症
645|2398|并发症|并发症
5083|7454|并发症|并发症
2610|2610|并发症|并发症
3900|933|并发症|并发症
1930|3781|并发症|并发症
3447|1684|并发症|并发症
3762|3582|并发症|并发症
6558|2502|并发症|并发症
7123|6507|并发症|并发症
8415|2662|并发症|并发症
3570|3921|并发症|并发症
2537|4325|并发症|并发症
2638|3386|并发症|并发症
1351|933|并发症|并发症
2132|2812|并发症|并发症
7259|8178|并发症|并发症
3042|253|并发症|并发症
4991|2287|并发症|并发症
1744|34|并发症|并发症
6400|5977|并发症|并发症
7797|7646|并发症|并发症
5446|311|并发症|并发症
4518|1317|并发症|并发症
7866|2132|并发症|并发症
1273|229|并发症|并发症
6644|1833|并发症|并发症
10|224|并发症|并发症
1739|7732|并发症|并发症
4094|2398|并发症|并发症
6355|142|并发症|并发症
5271|6934|并发症|并发症
4577|4254|并发症|并发症
564|4198|并发症|并发症
2231|2053|并发症|并发症
221|3340|并发症|并发症
7183|4334|并发症|并发症
8370|167|并发症|并发症
617|770|并发症|并发症
4840|1631|并发症|并发症
7017|4011|并发症|并发症
2887|333|并发症|并发症
101|195|并发症|并发症
3930|551|并发症|并发症
7521|654|并发症|并发症
6300|107|并发症|并发症
8578|3409|并发症|并发症
6574|3071|并发症|并发症
7228|4952|并发症|并发症
516|517|并发症|并发症
4757|3053|并发症|并发症
6381|6419|并发症|并发症
4940|617|并发症|并发症
8274|138|并发症|并发症
4779|7757|并发症|并发症
5913|6238|并发症|并发症
6513|1592|并发症|并发症
2009|5187|并发症|并发症
6496|5703|并发症|并发症
7632|23|并发症|并发症
371|311|并发症|并发症
6780|1198|并发症|并发症
6529|1058|并发症|并发症
6921|617|并发症|并发症
1002|1223|并发症|并发症
2465|2132|并发症|并发症
986|3754|并发症|并发症
107|4201|并发症|并发症
7097|167|并发症|并发症
7348|138|并发症|并发症
4749|3706|并发症|并发症
521|8178|并发症|并发症
7498|2217|并发症|并发症
1768|2658|并发症|并发症
2024|84|并发症|并发症
2237|8801|并发症|并发症
6164|156|并发症|并发症
8650|4404|并发症|并发症
907|906|并发症|并发症
5535|2132|并发症|并发症
7445|355|并发症|并发症
7237|4011|并发症|并发症
6868|8719|并发症|并发症
4704|195|并发症|并发症
4836|3273|并发症|并发症
927|167|并发症|并发症
3397|4368|并发症|并发症
5274|1051|并发症|并发症
4231|5478|并发症|并发症
4395|2229|并发症|并发症
772|3706|并发症|并发症
3653|716|并发症|并发症
4242|617|并发症|并发症
4920|4920|并发症|并发症
6193|933|并发症|并发症
1192|2282|并发症|并发症
6325|4011|并发症|并发症
4979|1737|并发症|并发症
4454|5537|并发症|并发症
7388|195|并发症|并发症
6794|156|并发症|并发症
850|5261|并发症|并发症
1312|2073|并发症|并发症
6070|8489|并发症|并发症
4627|8563|并发症|并发症
5692|23|并发症|并发症
4793|8766|并发症|并发症
1701|4961|并发症|并发症
7815|7919|并发症|并发症
8288|779|并发症|并发症
3793|8390|并发症|并发症
5700|770|并发症|并发症
7485|1892|并发症|并发症
2474|6441|并发症|并发症
1035|107|并发症|并发症
2229|8801|并发症|并发症
2190|77|并发症|并发症
2964|2630|并发症|并发症
5064|2201|并发症|并发症
1239|2535|并发症|并发症
8125|1016|并发症|并发症
2650|2526|并发症|并发症
3144|914|并发症|并发症
59|3998|并发症|并发症
6879|19|并发症|并发症
3879|3093|并发症|并发症
4420|3149|并发症|并发症
6218|4283|并发症|并发症
8207|3811|并发症|并发症
1273|244|并发症|并发症
7852|180|并发症|并发症
5844|5844|并发症|并发症
6224|6614|并发症|并发症
6251|1810|并发症|并发症
2661|2935|并发症|并发症
4423|203|并发症|并发症
5428|5069|并发症|并发症
2921|1218|并发症|并发症
3668|3977|并发症|并发症
6366|180|并发症|并发症
2277|4835|并发症|并发症
8756|2207|并发症|并发症
937|5518|并发症|并发症
171|5672|并发症|并发症
4989|1389|并发症|并发症
7218|1808|并发症|并发症
736|5496|并发症|并发症
3846|461|并发症|并发症
6530|1051|并发症|并发症
7376|933|并发症|并发症
1237|138|并发症|并发症
415|933|并发症|并发症
349|8489|并发症|并发症
2149|8581|并发症|并发症
6647|167|并发症|并发症
2938|4832|并发症|并发症
6682|8335|并发症|并发症
388|8765|并发症|并发症
823|46|并发症|并发症
2364|8178|并发症|并发症
5260|2453|并发症|并发症
192|115|并发症|并发症
948|180|并发症|并发症
1711|2060|并发症|并发症
6873|3037|并发症|并发症
3694|167|并发症|并发症
3146|1135|并发症|并发症
1768|8801|并发症|并发症
3613|2935|并发症|并发症
7495|2055|并发症|并发症
3733|617|并发症|并发症
6313|6313|并发症|并发症
1598|8178|并发症|并发症
1934|1871|并发症|并发症
7486|640|并发症|并发症
5571|2207|并发症|并发症
5744|27|并发症|并发症
2333|2812|并发症|并发症
1154|8518|并发症|并发症
4694|3916|并发症|并发症
1848|1892|并发症|并发症
6867|8023|并发症|并发症
863|22|并发症|并发症
1707|716|并发症|并发症
6598|933|并发症|并发症
2824|1571|并发症|并发症
4232|1747|并发症|并发症
863|4832|并发症|并发症
716|4011|并发症|并发症
8327|3255|并发症|并发症
1223|2138|并发症|并发症
1697|639|并发症|并发症
8468|275|并发症|并发症
8472|2967|并发症|并发症
8786|4585|并发症|并发症
5416|202|并发症|并发症
2424|2967|并发症|并发症
4277|6998|并发症|并发症
4160|310|并发症|并发症
484|770|并发症|并发症
6185|126|并发症|并发症
19|8335|并发症|并发症
7258|2894|并发症|并发症
5643|180|并发症|并发症
1784|1325|并发症|并发症
8168|167|并发症|并发症
7675|2316|并发症|并发症
7316|6507|并发症|并发症
6688|8801|并发症|并发症
6517|8801|并发症|并发症
6800|5672|并发症|并发症
7511|760|并发症|并发症
389|258|并发症|并发症
8114|3856|并发症|并发症
1070|46|并发症|并发症
1858|4159|并发症|并发症
1837|770|并发症|并发症
6608|167|并发症|并发症
4359|3409|并发症|并发症
6487|3118|并发症|并发症
7437|8711|并发症|并发症
8422|1135|并发症|并发症
1047|261|并发症|并发症
5249|8801|并发症|并发症
6694|180|并发症|并发症
3450|2201|并发症|并发症
8207|221|并发症|并发症
6481|6441|并发症|并发症
1891|5481|并发症|并发症
2365|4198|并发症|并发症
2385|3746|并发症|并发症
729|2277|并发症|并发症
8419|3270|并发症|并发症
6314|1716|并发症|并发症
7409|3670|并发症|并发症
6540|1892|并发症|并发症
5266|1060|并发症|并发症
2137|2138|并发症|并发症
6522|638|并发症|并发症
5507|4332|并发症|并发症
237|3706|并发症|并发症
1598|3393|并发症|并发症
1062|167|并发症|并发症
4558|2207|并发症|并发症
2808|1712|并发症|并发症
7288|770|并发症|并发症
7825|1387|并发症|并发症
3047|760|并发症|并发症
7157|4240|并发症|并发症
7217|1871|并发症|并发症
6875|23|并发症|并发症
1273|238|并发症|并发症
1720|1691|并发症|并发症
2974|933|并发症|并发症
1403|23|并发症|并发症
6611|716|并发症|并发症
7647|8489|并发症|并发症
3897|1949|并发症|并发症
6004|1317|并发症|并发症
310|167|并发症|并发症
2280|1739|并发症|并发症
620|25|并发症|并发症
1367|8718|并发症|并发症
1613|3636|并发症|并发症
8321|3053|并发症|并发症
134|5281|并发症|并发症
2735|2812|并发症|并发症
998|1254|并发症|并发症
1166|1164|并发症|并发症
6048|2898|并发症|并发症
1012|8178|并发症|并发症
5600|815|并发症|并发症
443|716|并发症|并发症
8275|258|并发症|并发症
8640|7871|并发症|并发症
4481|2249|并发症|并发症
2772|744|并发症|并发症
4673|1803|并发症|并发症
4361|6934|并发症|并发症
7427|3706|并发症|并发症
2229|1317|并发症|并发症
3370|1510|并发症|并发症
3450|2959|并发症|并发症
6787|8489|并发症|并发症
1288|3968|并发症|并发症
3116|4159|并发症|并发症
1836|4159|并发症|并发症
4841|1317|并发症|并发症
8722|8544|并发症|并发症
2190|3943|并发症|并发症
509|4961|并发症|并发症
8608|5038|并发症|并发症
212|167|并发症|并发症
5643|8719|并发症|并发症
8715|5187|并发症|并发症
14|1957|并发症|并发症
2649|8703|并发症|并发症
1793|151|并发症|并发症
6039|4832|并发症|并发症
6261|400|并发症|并发症
1348|1317|并发症|并发症
5099|3977|并发症|并发症
5309|2662|并发症|并发症
7063|5187|并发症|并发症
2390|4240|并发症|并发症
7|4201|并发症|并发症
3486|3902|并发症|并发症
6052|2303|并发症|并发症
7793|2725|并发症|并发症
6619|2316|并发症|并发症
1169|33|并发症|并发症
158|5628|并发症|并发症
2675|7699|并发症|并发症
4776|8796|并发症|并发症
6185|462|并发症|并发症
8798|5779|并发症|并发症
1401|3409|并发症|并发症
2472|5187|并发症|并发症
2279|8489|并发症|并发症
1797|33|并发症|并发症
2174|6614|并发症|并发症
5014|1164|并发症|并发症
2045|2655|并发症|并发症
714|462|并发症|并发症
1571|3977|并发症|并发症
1175|933|并发症|并发症
4070|5957|并发症|并发症
6867|1135|并发症|并发症
1054|8801|并发症|并发症
3096|4861|并发症|并发症
170|3340|并发症|并发症
849|1812|并发症|并发症
2529|2310|并发症|并发症
1383|984|并发症|并发症
7038|3520|并发症|并发症
6725|4836|并发症|并发症
2380|1060|并发症|并发症
8175|2132|并发症|并发症
2401|7602|并发症|并发症
3442|1885|并发症|并发症
7168|3329|并发症|并发症
4436|2625|并发症|并发症
1331|3093|并发症|并发症
1339|933|并发症|并发症
7319|6162|并发症|并发症
6959|7638|并发症|并发症
5599|6355|并发症|并发症
175|3409|并发症|并发症
4199|2662|并发症|并发症
7209|4975|并发症|并发症
4849|25|并发症|并发症
5584|5977|并发症|并发症
5548|1346|并发症|并发症
8425|2971|并发症|并发症
7986|6322|并发症|并发症
4476|638|并发症|并发症
2192|951|并发症|并发症
1370|4832|并发症|并发症
4425|3972|并发症|并发症
6412|2277|并发症|并发症
3616|311|并发症|并发症
8207|141|并发症|并发症
8015|7825|并发症|并发症
6582|365|并发症|并发症
3324|4423|并发症|并发症
4751|275|并发症|并发症
6492|5632|并发症|并发症
7154|1317|并发症|并发症
2439|654|并发症|并发症
2463|4832|并发症|并发症
8474|1206|并发症|并发症
6461|8178|并发症|并发症
4903|195|并发症|并发症
444|2246|并发症|并发症
6990|2832|并发症|并发症
1566|6934|并发症|并发症
737|5318|并发症|并发症
6214|998|并发症|并发症
5171|88|并发症|并发症
1690|3284|并发症|并发症
5178|88|并发症|并发症
7689|2290|并发症|并发症
1179|394|并发症|并发症
8067|6472|并发症|并发症
3672|2275|并发症|并发症
7142|2539|并发症|并发症
4381|1877|并发症|并发症
7527|675|并发症|并发症
83|52|并发症|并发症
5836|1678|并发症|并发症
5698|2898|并发症|并发症
6468|5779|并发症|并发症
6419|60|并发症|并发症
1957|2310|并发症|并发症
8638|177|并发症|并发症
3390|8779|并发症|并发症
5302|1209|并发症|并发症
7229|1132|并发症|并发症
1053|202|并发症|并发症
7779|4080|并发症|并发症
5406|815|并发症|并发症
1323|1511|并发症|并发症
3760|933|并发症|并发症
2746|1278|并发症|并发症
1715|1714|并发症|并发症
3394|6791|并发症|并发症
3666|152|并发症|并发症
4670|3706|并发症|并发症
4955|283|并发症|并发症
5099|7676|并发症|并发症
6732|1879|并发症|并发症
6083|567|并发症|并发症
8609|5143|并发症|并发症
737|5319|并发症|并发症
2617|461|并发症|并发症
7748|8518|并发症|并发症
5646|138|并发症|并发症
5418|4159|并发症|并发症
5304|5977|并发症|并发症
3681|40|并发症|并发症
7483|770|并发症|并发症
3250|177|并发症|并发症
6650|2935|并发症|并发症
627|25|并发症|并发症
7320|1048|并发症|并发症
3193|25|并发症|并发症
7426|1162|并发症|并发症
7839|311|并发症|并发症
4091|310|并发症|并发症
2200|781|并发症|并发症
2670|3300|并发症|并发症
56|106|并发症|并发症
4375|1759|并发症|并发症
6240|1871|并发症|并发症
3901|195|并发症|并发症
7812|2277|并发症|并发症
2676|462|并发症|并发症
4421|8723|并发症|并发症
412|311|并发症|并发症
2078|5631|并发症|并发症
416|6079|并发症|并发症
627|202|并发症|并发症
2100|5092|并发症|并发症
6362|760|并发症|并发症
8079|739|并发症|并发症
6011|2211|并发症|并发症
7175|7205|并发症|并发症
1292|1319|并发症|并发症
1273|241|并发症|并发症
1522|2510|并发症|并发症
8689|7682|并发症|并发症
5661|2316|并发症|并发症
6453|3977|并发症|并发症
952|939|并发症|并发症
7726|4453|并发症|并发症
7816|30|并发症|并发症
4618|4303|并发症|并发症
5278|33|并发症|并发症
5657|8178|并发症|并发症
7719|1704|并发症|并发症
1216|311|并发症|并发症
3126|4832|并发症|并发症
1028|167|并发症|并发症
2391|5069|并发症|并发症
3262|3284|并发症|并发症
1504|3884|并发症|并发症
2863|2229|并发症|并发症
2317|2317|并发症|并发症
6184|3178|并发症|并发症
7308|8711|并发症|并发症
1791|1770|并发症|并发症
2678|121|并发症|并发症
794|2275|并发症|并发症
5808|2473|并发症|并发症
6381|177|并发症|并发症
857|167|并发症|并发症
734|1737|并发症|并发症
714|3998|并发症|并发症
2077|1135|并发症|并发症
4273|743|并发症|并发症
5839|802|并发症|并发症
6763|23|并发症|并发症
7481|1317|并发症|并发症
620|7479|并发症|并发症
5092|138|并发症|并发症
4224|138|并发症|并发症
669|3570|并发症|并发症
4862|7757|并发症|并发症
775|2277|并发症|并发症
8007|716|并发症|并发症
6652|6121|并发症|并发症
6228|582|并发症|并发症
7271|1510|并发症|并发症
5261|3071|并发症|并发症
8148|219|并发症|并发症
7446|5880|并发症|并发症
1021|3902|并发症|并发症
4871|2170|并发症|并发症
8215|8489|并发症|并发症
2463|1212|并发症|并发症
7829|4496|并发症|并发症
1123|1136|并发症|并发症
6357|983|并发症|并发症
7463|759|并发症|并发症
1614|3972|并发症|并发症
4881|180|并发症|并发症
4364|8518|并发症|并发症
4603|4423|并发症|并发症
6003|7945|并发症|并发症
2349|1803|并发症|并发症
1871|1873|并发症|并发症
2027|2034|并发症|并发症
5183|33|并发症|并发症
8093|670|并发症|并发症
8333|8609|并发症|并发症
2153|258|并发症|并发症
7298|770|并发症|并发症
8759|172|并发症|并发症
5276|25|并发症|并发症
7108|311|并发症|并发症
1212|633|并发症|并发症
6790|3998|并发症|并发症
3066|232|并发症|并发症
1735|4224|并发症|并发症
2458|8765|并发症|并发症
2951|4832|并发症|并发症
4883|1618|并发症|并发症
6313|310|并发症|并发症
8353|2137|并发症|并发症
7459|5527|并发症|并发症
5181|222|并发症|并发症
8286|1973|并发症|并发症
8643|1162|并发症|并发症
4840|551|并发症|并发症
4825|1628|并发症|并发症
4149|1489|并发症|并发症
3017|4832|并发症|并发症
5876|1656|并发症|并发症
6576|66|并发症|并发症
851|19|并发症|并发症
8419|22|并发症|并发症
3520|2662|并发症|并发症
8709|493|并发症|并发症
7632|815|并发症|并发症
1389|2756|并发症|并发症
5349|1871|并发症|并发症
6479|1126|并发症|并发症
3692|6713|并发症|并发症
5807|854|并发症|并发症
2680|310|并发症|并发症
1296|1287|并发症|并发症
5276|716|并发症|并发症
6291|2229|并发症|并发症
8714|2315|并发症|并发症
1920|1830|并发症|并发症
8108|8779|并发症|并发症
8281|5977|并发症|并发症
5578|4201|并发症|并发症
251|40|并发症|并发症
5303|195|并发症|并发症
4278|132|并发症|并发症
5743|1879|并发症|并发症
3201|1963|并发症|并发症
6736|3409|并发症|并发症
5935|3037|并发症|并发症
5432|8801|并发症|并发症
1643|5376|并发症|并发症
1840|1886|并发症|并发症
948|195|并发症|并发症
5772|3272|并发症|并发症
6351|2290|并发症|并发症
1445|5977|并发症|并发症
2535|8518|并发症|并发症
4965|899|并发症|并发症
3929|1164|并发症|并发症
3893|3518|并发症|并发症
7057|2572|并发症|并发症
2231|1830|并发症|并发症
6270|770|并发症|并发症
7073|3856|并发症|并发症
5856|3393|并发症|并发症
2546|310|并发症|并发症
2745|1888|并发症|并发症
7356|167|并发症|并发症
4435|3998|并发症|并发症
1092|2140|并发症|并发症
5461|3706|并发症|并发症
3746|7757|并发症|并发症
503|312|并发症|并发症
659|563|并发症|并发症
4259|1570|并发症|并发症
2300|167|并发症|并发症
3714|6441|并发症|并发症
8125|8118|并发症|并发症
5548|8711|并发症|并发症
1396|1360|并发症|并发症
1585|4338|并发症|并发症
1455|1353|并发症|并发症
3650|770|并发症|并发症
4025|793|并发症|并发症
7420|1737|并发症|并发症
8658|4254|并发症|并发症
5795|1108|并发症|并发症
8615|3941|并发症|并发症
4704|4585|并发症|并发症
7263|3943|并发症|并发症
2753|2116|并发症|并发症
4271|1441|并发症|并发症
8286|1538|并发症|并发症
4242|815|并发症|并发症
6145|4159|并发症|并发症
166|40|并发症|并发症
585|33|并发症|并发症
1947|5989|并发症|并发症
2290|1209|并发症|并发症
4041|6791|并发症|并发症
1948|7281|并发症|并发症
863|8489|并发症|并发症
7819|7281|并发症|并发症
748|8723|并发症|并发症
7361|1885|并发症|并发症
8213|1788|并发症|并发症
7877|236|并发症|并发症
8146|1807|并发症|并发症
2930|194|并发症|并发症
5208|3921|并发症|并发症
5978|4201|并发症|并发症
7222|1871|并发症|并发症
6069|670|并发症|并发症
8400|312|并发症|并发症
3885|2229|并发症|并发症
5256|138|并发症|并发症
1472|1001|并发症|并发症
4940|1551|并发症|并发症
213|3943|并发症|并发症
217|781|并发症|并发症
4182|1634|并发症|并发症
6868|2252|并发症|并发症
5485|2670|并发症|并发症
7292|6162|并发症|并发症
411|933|并发症|并发症
4700|668|并发症|并发症
5177|434|并发症|并发症
8379|312|并发症|并发症
7892|2967|并发症|并发症
8509|850|并发症|并发症
521|8331|并发症|并发症
1767|8026|并发症|并发症
998|8769|并发症|并发症
2896|638|并发症|并发症
5136|2073|并发症|并发症
492|7467|并发症|并发症
6825|8563|并发症|并发症
2738|1656|并发症|并发症
913|3706|并发症|并发症
4405|5573|并发症|并发症
1658|900|并发症|并发症
8291|1092|并发症|并发症
7279|8518|并发症|并发症
842|983|并发症|并发症
2698|391|并发症|并发症
5526|948|并发症|并发症
2335|300|并发症|并发症
511|4961|并发症|并发症
6282|1317|并发症|并发症
7466|820|并发症|并发症
644|643|并发症|并发症
8450|933|并发症|并发症
2303|23|并发症|并发症
45|8765|并发症|并发症
3447|1682|并发症|并发症
7680|5631|并发症|并发症
4064|1720|并发症|并发症
8104|60|并发症|并发症
1126|3706|并发症|并发症
6935|22|并发症|并发症
5138|23|并发症|并发症
1187|400|并发症|并发症
532|4283|并发症|并发症
659|4175|并发症|并发症
1603|1316|并发症|并发症
5884|40|并发症|并发症
1209|643|并发症|并发症
509|520|并发症|并发症
3308|40|并发症|并发症
444|138|并发症|并发症
96|7|并发症|并发症
633|194|并发症|并发症
2037|2275|并发症|并发症
6292|8711|并发症|并发症
7668|779|并发症|并发症
8107|716|并发症|并发症
1888|1871|并发症|并发症
7231|1892|并发症|并发症
6092|7266|并发症|并发症
4793|23|并发症|并发症
4867|1803|并发症|并发症
5819|1139|并发症|并发症
8756|8785|并发症|并发症
4904|55|并发症|并发症
3887|2229|并发症|并发症
3412|1456|并发症|并发症
7276|3272|并发症|并发症
2750|3149|并发症|并发症
4418|5631|并发症|并发症
8546|138|并发症|并发症
6297|3307|并发症|并发症
4375|112|并发症|并发症
7919|46|并发症|并发症
2547|2207|并发症|并发症
3448|40|并发症|并发症
7141|40|并发症|并发症
3341|3921|并发症|并发症
8624|1135|并发症|并发症
659|670|并发症|并发症
986|2526|并发症|并发症
6081|1963|并发症|并发症
8777|1135|并发症|并发症
4567|297|并发症|并发症
5413|2049|并发症|并发症
2432|646|并发症|并发症
1404|3407|并发症|并发症
8001|236|并发症|并发症
8705|138|并发症|并发症
6545|3071|并发症|并发症
6678|3943|并发症|并发症
7042|1317|并发症|并发症
4685|8026|并发症|并发症
3197|933|并发症|并发症
2512|643|并发症|并发症
2684|7479|并发症|并发症
2550|2546|并发症|并发症
2455|654|并发症|并发症
1170|4832|并发症|并发症
1072|5281|并发症|并发症
6666|2275|并发症|并发症
7447|1589|并发症|并发症
8331|563|并发症|并发症
7968|8039|并发症|并发症
620|933|并发症|并发症
646|2958|并发症|并发症
5125|933|并发症|并发症
5381|138|并发症|并发症
1053|5281|并发症|并发症
1235|138|并发症|并发症
8605|1223|并发症|并发症
4140|167|并发症|并发症
1998|1135|并发症|并发症
4415|2812|并发症|并发症
6766|118|并发症|并发症
72|60|并发症|并发症
7399|2967|并发症|并发症
2458|517|并发症|并发症
5951|1807|并发症|并发症
4681|1563|并发症|并发症
3326|8801|并发症|并发症
1092|1092|并发症|并发症
1253|1259|并发症|并发症
6533|239|并发症|并发症
684|2419|并发症|并发症
7339|2658|并发症|并发症
6237|5703|并发症|并发症
194|141|并发症|并发症
2905|4254|并发症|并发症
7098|2569|并发症|并发症
2906|135|并发症|并发症
7544|7901|并发症|并发症
624|617|并发症|并发症
8496|8801|并发症|并发症
2328|6823|并发症|并发症
4469|3063|并发症|并发症
8449|4180|并发症|并发症
5366|3270|并发症|并发症
1298|4135|并发症|并发症
4365|8178|并发症|并发症
2311|586|并发症|并发症
4691|4300|并发症|并发症
6791|760|并发症|并发症
2395|2935|并发症|并发症
5086|1429|并发症|并发症
610|654|并发症|并发症
7075|6934|并发症|并发症
1278|1279|并发症|并发症
1849|5187|并发症|并发症
161|4198|并发症|并发症
3748|6823|并发症|并发症
7297|5672|并发症|并发症
7582|770|并发症|并发症
2722|8779|并发症|并发症
1629|4198|并发症|并发症
1937|926|并发症|并发症
1539|8489|并发症|并发症
4654|2114|并发症|并发症
1519|5631|并发症|并发症
5362|2722|并发症|并发症
4341|1090|并发症|并发症
4949|4139|并发症|并发症
2734|22|并发症|并发症
5680|3921|并发症|并发症
6984|2060|并发症|并发症
5916|5904|并发症|并发症
7897|927|并发症|并发症
6088|4961|并发症|并发症
2322|1212|并发症|并发症
6277|4927|并发症|并发症
52|167|并发症|并发症
7856|1438|并发症|并发症
5728|1185|并发症|并发症
7086|1551|并发症|并发症
2772|3786|并发症|并发症
556|4449|并发症|并发症
1273|224|并发症|并发症
2513|3224|并发症|并发症
3248|4832|并发症|并发症
2338|203|并发症|并发症
1148|1126|并发症|并发症
8597|8618|并发症|并发症
2252|236|并发症|并发症
1321|1317|并发症|并发症
185|22|并发症|并发症
2475|637|并发症|并发症
325|2583|并发症|并发症
6618|8489|并发症|并发症
2537|820|并发症|并发症
5664|3799|并发症|并发症
3560|1802|并发症|并发症
5170|1691|并发症|并发症
5866|550|并发症|并发症
2096|3255|并发症|并发症
4633|2898|并发症|并发症
3607|670|并发症|并发症
5645|2572|并发症|并发症
1965|1943|并发症|并发症
1712|927|并发症|并发症
5143|2850|并发症|并发症
394|677|并发症|并发症
8159|2967|并发症|并发症
4188|310|并发症|并发症
8187|1748|并发症|并发症
394|4832|并发症|并发症
2419|2138|并发症|并发症
7234|3300|并发症|并发症
5446|258|并发症|并发症
7361|1807|并发症|并发症
8799|2715|并发症|并发症
921|939|并发症|并发症
1778|2315|并发症|并发症
3707|2419|并发症|并发症
3192|1019|并发症|并发症
1903|4865|并发症|并发症
5551|1317|并发症|并发症
2336|258|并发症|并发症
1451|2502|并发症|并发症
7829|2842|并发症|并发症
751|1985|并发症|并发症
1632|7439|并发症|并发症
908|88|并发症|并发症
6879|4011|并发症|并发症
4886|3300|并发症|并发症
7782|6204|并发症|并发症
231|4198|并发症|并发症
7373|4198|并发症|并发症
169|3446|并发症|并发症
6127|1317|并发症|并发症
7811|1107|并发症|并发症
1073|1075|并发症|并发症
7358|4231|并发症|并发症
7417|2510|并发症|并发症
4291|1925|并发症|并发症
1748|169|并发症|并发症
125|2708|并发症|并发症
8557|717|并发症|并发症
1788|1885|并发症|并发症
6552|822|并发症|并发症
1390|3037|并发症|并发症
3877|8796|并发症|并发症
3633|2249|并发症|并发症
372|6441|并发症|并发症
199|221|并发症|并发症
4077|8801|并发症|并发症
7038|4832|并发症|并发症
8487|3977|并发症|并发症
5545|5977|并发症|并发症
3202|551|并发症|并发症
4668|202|并发症|并发症
4248|2207|并发症|并发症
4599|8178|并发症|并发症
1977|1949|并发症|并发症
