creationdate:LONG|:START_ID(Post)|:END_ID(Place)
1289677045985|343597558538|15
1289677046985|343597558539|15
1289677047985|343597558540|15
1289677048985|343597558541|15
1289677049985|343597558542|15
1289677050985|343597558543|15
1289677051985|343597558544|15
1289677052985|343597558545|15
1289677053985|343597558546|15
1289677054985|343597558547|15
1289677055985|343597558548|15
1314861876395|618475465493|15
1314861877395|618475465494|15
1314861878395|618475465495|15
1314861879395|618475465496|15
1314861880395|618475465497|15
1314861881395|618475465498|15
1314861882395|618475465499|15
1314861883395|618475465500|15
1314861884395|618475465501|15
1314861885395|618475465502|15
1314861886395|618475465503|26
1314861887395|618475465504|15
1314861888395|618475465505|15
1314861889395|618475465506|15
1344537054723|1030792325923|15
1344537055723|1030792325924|15
1344537056723|1030792325925|15
1344537057723|1030792325926|15
1344537058723|1030792325927|15
1344537059723|1030792325928|15
1344537060723|1030792325929|15
1344537061723|1030792325930|15
1344537062723|1030792325931|15
1344537063723|1030792325932|15
1344537064723|1030792325933|15
1344537065723|1030792325934|15
1344537066723|1030792325935|15
1344537067723|1030792325936|15
1344537068723|1030792325937|15
1307276838819|549755988786|15
1307276839819|549755988787|15
1307276840819|549755988788|15
1307276841819|549755988789|15
1307276842819|549755988790|15
1307276843819|549755988791|15
1307276844819|549755988792|15
1307276845819|549755988793|15
1307276846819|549755988794|15
1307276847819|549755988795|15
1307276848819|549755988796|15
1307276849819|549755988797|50
1307276850819|549755988798|15
1290732725360|343597558591|15
1290732726360|343597558592|15
1290732727360|343597558593|15
1290732728360|343597558594|15
1290732729360|343597558595|15
1341298948506|962072849220|15
1341298949506|962072849221|15
1341298950506|962072849222|15
1341298951506|962072849223|15
1341298952506|962072849224|15
1341298953506|962072849225|15
1341298954506|962072849226|15
1341298955506|962072849227|15
1341298956506|962072849228|15
1341298957506|962072849229|15
1341298958506|962072849230|15
1341298959506|962072849231|15
1341298960506|962072849232|15
1341298961506|962072849233|15
1341298962506|962072849234|15
1341298963506|962072849235|15
1341298964506|962072849236|15
1341298965506|962072849237|15
1343126914531|1030792325974|15
1343126915531|1030792325975|15
1343126916531|1030792325976|15
1343126917531|1030792325977|15
1343126918531|1030792325978|15
1343126919531|1030792325979|15
1343126920531|1030792325980|15
1343126921531|1030792325981|15
1343126922531|1030792325982|15
1343126923531|1030792325983|15
1343126924531|1030792325984|15
1343126925531|1030792325985|15
1343126926531|1030792325986|15
1343126927531|1030792325987|15
1317064166441|687194942308|15
1317064167441|687194942309|15
1317064168441|687194942310|15
1317064169441|687194942311|15
1317064170441|687194942312|15
1317064171441|687194942313|15
1346143713116|1030792325994|15
1346143714116|1030792325995|15
1346143715116|1030792325996|15
1346143716116|1030792325997|15
1346143717116|1030792325998|15
1346143718116|1030792325999|15
1346143719116|1030792326000|15
1346143720116|1030792326001|15
1346143721116|1030792326002|15
1346143722116|1030792326003|15
1346143723116|1030792326004|15
1347497294160|1099511802741|15
1347497295160|1099511802742|15
1347497296160|1099511802743|15
1347497297160|1099511802744|15
1347497298160|1099511802745|15
1347497299160|1099511802746|15
1347497300160|1099511802747|15
1316508517322|687194942332|103
1316508518322|687194942333|15
1316508519322|687194942334|15
1316508520322|687194942335|15
1316508521322|687194942336|15
1316508522322|687194942337|15
1316508523322|687194942338|15
1316508524322|687194942339|15
1316508525322|687194942340|15
1316508526322|687194942341|15
1316508527322|687194942342|15
1316508528322|687194942343|15
1342638758240|1030792326024|15
1342638759240|1030792326025|15
1342638760240|1030792326026|15
1342638761240|1030792326027|15
1342638762240|1030792326028|15
1342638763240|1030792326029|15
1342638764240|1030792326030|15
1342638765240|1030792326031|15
1342638766240|1030792326032|15
1320805760402|755914419089|15
1320805761402|755914419090|15
1320805762402|755914419091|15
1320805763402|755914419092|15
1320805764402|755914419093|15
1320805765402|755914419094|15
1320805766402|755914419095|15
1320805767402|755914419096|15
1320805768402|755914419097|15
1315037573329|618475465626|15
1315037574329|618475465627|15
1315037575329|618475465628|15
1320904383214|755914419101|15
1320904384214|755914419102|15
1320904385214|755914419103|15
1320904386214|755914419104|15
1320904387214|755914419105|15
1320904388214|755914419106|15
1320904389214|755914419107|15
1320904390214|755914419108|15
1320904391214|755914419109|15
1320904392214|755914419110|15
1351134973470|1099511802791|15
1351134974470|1099511802792|15
1351134975470|1099511802793|15
1351134976470|1099511802794|15
1351134977470|1099511802795|15
1351134978470|1099511802796|15
1351134979470|1099511802797|15
1351134980470|1099511802798|15
1351134981470|1099511802799|15
1351134982470|1099511802800|15
1351134983470|1099511802801|15
1351134984470|1099511802802|15
1351134985470|1099511802803|15
1351134986470|1099511802804|15
1351134987470|1099511802805|15
1351134988470|1099511802806|15
1351134989470|1099511802807|15
1310573932315|618475465656|15
1310573933315|618475465657|15
1310573934315|618475465658|15
1310573935315|618475465659|15
1310573936315|618475465660|15
1310573937315|618475465661|15
1310573938315|618475465662|15
1310573939315|618475465663|8
1310573940315|618475465664|15
1310573941315|618475465665|15
1310573942315|618475465666|15
1310573943315|618475465667|15
1307631420973|549755988932|56
1308260791238|549755988952|56
1305900942539|549755988962|56
1299146489181|412317035510|56
1319666764605|687194942464|56
1353443490296|1168231279626|56
1298390995299|412317035540|56
1325244213075|755914419230|56
1341730899127|962072849448|56
1325857473482|755914419250|56
1337295780998|962072849468|74
1324380528304|755914419270|56
1348344366300|1099511802960|56
1328949127113|824633896026|56
1293088751269|343597558884|56
1286880664772|274878082158|56
1286903974772|274878082175|56
1286865499772|274878082192|56
1286881519772|274878082209|56
1286859784772|274878082226|56
1286832559772|274878082243|56
1295086848824|412317035732|56
1295076183825|412317035749|56
1325425951194|755914419446|67
1336874414689|962072849655|67
1336874415689|962072849656|67
1336874416689|962072849657|67
1336874417689|962072849658|67
1336874418689|962072849659|37
1336874419689|962072849660|67
1336874420689|962072849661|67
1336874421689|962072849662|67
1336874422689|962072849663|67
1336874423689|962072849664|67
1336874424689|962072849665|67
1294474337100|412317035778|67
1294474338100|412317035779|67
1294474339100|412317035780|67
1294474340100|412317035781|67
1294474341100|412317035782|67
1294474342100|412317035783|67
1294474343100|412317035784|67
1294474344100|412317035785|67
1294474345100|412317035786|67
1294474346100|412317035787|67
1294474347100|412317035788|67
1294474348100|412317035789|67
1294474349100|412317035790|67
1294474350100|412317035791|67
1294474351100|412317035792|67
1294474352100|412317035793|67
1294474353100|412317035794|67
1294474354100|412317035795|67
1345191899126|1030792326420|67
1295878909508|412317035797|67
1295878910508|412317035798|67
1295878911508|412317035799|67
1295878912508|412317035800|67
1295878913508|412317035801|67
1295878914508|412317035802|67
1295878915508|412317035803|67
1295878916508|412317035804|67
1295878917508|412317035805|67
1295878918508|412317035806|67
1295878919508|412317035807|67
1295878920508|412317035808|67
1295878921508|412317035809|67
1295878922508|412317035810|67
1295878924508|412317035812|67
1313854694650|618475466021|67
1313854695650|618475466022|67
1313854696650|618475466023|67
1313854697650|618475466024|110
1313854698650|618475466025|67
1313854699650|618475466026|67
1313854700650|618475466027|67
1313854701650|618475466028|67
1313854702650|618475466029|67
1313854703650|618475466030|67
1313854704650|618475466031|67
1313854705650|618475466032|67
1313854706650|618475466033|67
1313854707650|618475466034|67
1313854708650|618475466035|67
1309183739472|549755989300|67
1309183740472|549755989301|67
1309183741472|549755989302|67
1315609564313|687194942775|67
1315609565313|687194942776|67
1315609566313|687194942777|67
1315609567313|687194942778|67
1315609568313|687194942779|67
1315609569313|687194942780|67
1315609570313|687194942781|67
1315609571313|687194942782|67
1315609572313|687194942783|67
1315609573313|687194942784|67
1315609574313|687194942785|67
1315609575313|687194942786|67
1315609576313|687194942787|67
1318254465555|687194942788|67
1318254466555|687194942789|67
1318254467555|687194942790|67
1318254468555|687194942791|67
1318254469555|687194942792|67
1318254470555|687194942793|67
1318254471555|687194942794|67
1318254472555|687194942795|67
1318254473555|687194942796|67
1318254474555|687194942797|96
1318254475555|687194942798|67
1318254476555|687194942799|67
1332380903155|893353373008|67
1332380905155|893353373010|67
1332380906155|893353373011|67
1332380907155|893353373012|25
1332380908155|893353373013|67
1332380909155|893353373014|67
1332380910155|893353373015|67
1349729065561|1099511803224|67
1349729066561|1099511803225|67
1349729067561|1099511803226|67
1349729068561|1099511803227|67
1349729069561|1099511803228|67
1349729070561|1099511803229|67
1349729071561|1099511803230|67
1349729072561|1099511803231|67
1349729073561|1099511803232|67
1349729075561|1099511803234|67
1349729076561|1099511803235|67
1349729077561|1099511803236|67
1349729078561|1099511803237|67
1349729079561|1099511803238|67
1349729080561|1099511803239|67
1353636363389|1168231279976|67
1353636364389|1168231279977|67
1353636365389|1168231279978|67
1353636366389|1168231279979|67
1353636367389|1168231279980|67
1353636368389|1168231279981|67
1353636369389|1168231279982|67
1353636371389|1168231279984|67
1353636372389|1168231279985|67
1353636373389|1168231279986|67
1353636374389|1168231279987|67
1353636375389|1168231279988|67
1326720633851|824633896309|67
1326720634851|824633896310|67
1326720635851|824633896311|67
1326720636851|824633896312|67
1326720637851|824633896313|67
1326720639851|824633896315|67
1341535094555|962072849788|67
1341535095555|962072849789|67
1341535096555|962072849790|67
1341535097555|962072849791|67
1341535098555|962072849792|67
1341535099555|962072849793|67
1341535100555|962072849794|67
1341535101555|962072849795|67
1341535102555|962072849796|67
1325119008803|755914419590|67
1325119009803|755914419591|67
1325119010803|755914419592|67
1325119011803|755914419593|67
1325119012803|755914419594|67
1325119013803|755914419595|67
1325119014803|755914419596|67
1325119015803|755914419597|67
1325119016803|755914419598|67
1325119017803|755914419599|67
1325119018803|755914419600|67
1325119019803|755914419601|67
1325119020803|755914419602|67
1325119021803|755914419603|67
1325119022803|755914419604|67
1325119023803|755914419605|67
1352246198199|1099511803286|67
1352246199199|1099511803287|67
1352246200199|1099511803288|67
1352246201199|1099511803289|67
1352246202199|1099511803290|8
1352246203199|1099511803291|67
1352246204199|1099511803292|67
1352246205199|1099511803293|67
1352246206199|1099511803294|67
1352246207199|1099511803295|67
1318586257995|687194942880|67
1318586258995|687194942881|67
1331288196603|893353373090|67
1331288197603|893353373091|67
1331288198603|893353373092|67
1331288199603|893353373093|67
1331288200603|893353373094|67
1331288201603|893353373095|67
1331288202603|893353373096|67
1331288203603|893353373097|67
1331288204603|893353373098|67
1331288205603|893353373099|67
1331288206603|893353373100|67
1331288207603|893353373101|67
1331288208603|893353373102|67
1331288209603|893353373103|67
1331288210603|893353373104|67
1331288211603|893353373105|67
1331288212603|893353373106|67
1352772517120|1168231280051|67
1352772518120|1168231280052|67
1352772519120|1168231280053|67
1352772520120|1168231280054|67
1352772521120|1168231280055|67
1352772522120|1168231280056|67
1352772523120|1168231280057|67
1352772524120|1168231280058|34
1352772526120|1168231280060|67
1298277803060|412317035965|50
1298277804060|412317035966|67
1298277805060|412317035967|67
1298277806060|412317035968|67
1298277807060|412317035969|67
1298277808060|412317035970|52
1298277809060|412317035971|67
1298277810060|412317035972|67
1298277811060|412317035973|67
1298277812060|412317035974|67
1298277813060|412317035975|67
1298277814060|412317035976|67
1298277815060|412317035977|67
1298277816060|412317035978|67
1338399764282|962072849867|67
1338399765282|962072849868|67
1338399766282|962072849869|67
1338399767282|962072849870|67
1338399768282|962072849871|67
1349810637018|1099511803344|67
1349810638018|1099511803345|67
1349810639018|1099511803346|67
1349810640018|1099511803347|67
1349810641018|1099511803348|67
1291367427809|343597559253|67
1313580188213|618475466198|67
1313580189213|618475466199|67
1313580190213|618475466200|67
1313580191213|618475466201|67
1313580192213|618475466202|67
1313580193213|618475466203|67
1313580194213|618475466204|67
1313580195213|618475466205|67
1313580196213|618475466206|67
1313580197213|618475466207|67
1313580198213|618475466208|67
1313580199213|618475466209|67
1313580200213|618475466210|55
1313580201213|618475466211|67
1313580202213|618475466212|67
1313580203213|618475466213|67
1341770468561|962072849894|67
1341770469561|962072849895|67
1341770470561|962072849896|67
1341770471561|962072849897|67
1341770472561|962072849898|67
1341770473561|962072849899|67
1341770474561|962072849900|67
1341770475561|962072849901|67
1341770476561|962072849902|67
1341770477561|962072849903|67
1341770478561|962072849904|67
1341770479561|962072849905|67
1341770480561|962072849906|67
1341770481561|962072849907|67
1341770482561|962072849908|67
1341770483561|962072849909|67
1341770484561|962072849910|67
1300263921247|481036512759|67
1300263922247|481036512760|67
1300263923247|481036512761|67
1300263924247|481036512762|67
1300263925247|481036512763|67
1300263926247|481036512764|67
1300263927247|481036512765|67
1300263928247|481036512766|67
1311321920831|618475466239|97
1326633180924|824633896454|97
1309322890939|549755989531|97
1339171310988|962072849954|97
1319098701383|687194943017|97
1298409839206|412317036080|97
1299692231035|481036512823|97
1334925448597|893353373246|97
1325766291509|755914419787|97
1330554405205|824633896536|97
1325747391509|755914419813|97
1334955283597|893353373298|97
1335048073597|893353373311|97
1325709906509|755914419852|97
1334949613597|893353373337|97
1334926078597|893353373350|97
1334938813597|893353373363|97
1325750316509|755914419904|97
1325738751509|755914419917|97
1337664637445|962072850141|49
1331095590785|824633896683|49
1314523768421|618475466489|49
1296208368301|412317036294|49
1297828871273|412317036308|49
1297783556273|412317036322|49
1336878098013|962072850241|68
1336878106013|962072850249|50
1352752903289|1168231280512|56
1296886379065|412317036455|22
1321311331485|755914420152|10
1321311337485|755914420158|8
1322289354196|755914420182|1
1322289365196|755914420193|29
1322289366196|755914420194|43
1317177223604|687194943484|92
1333207861446|893353373772|60
1302370373067|481036513369|31
1301637407264|481036513382|31
1316525782673|687194943603|31
1339230080708|962072850560|31
1309084914096|549755990157|31
1331165012982|824633897114|88
1341401832486|962072850599|31
1303886182486|481036513460|31
1316837716575|687194943681|31
1343382588991|1030792327374|31
1312178179156|618475466971|31
1328851559707|824633897192|31
1318369912087|687194943733|31
1318463377087|687194943752|31
1324319703681|755914420507|31
1291320641557|343597560110|31
1318509367087|687194943809|31
1318954624181|687194943828|31
1318954625181|687194943829|31
1318954626181|687194943830|31
1318954627181|687194943831|31
1316222001421|687194943851|31
1316222002421|687194943852|31
1316222003421|687194943853|31
1316222004421|687194943854|31
1316222005421|687194943855|31
1316222006421|687194943856|31
1316222007421|687194943857|31
1316222008421|687194943858|31
1316222009421|687194943859|31
1316222010421|687194943860|31
1316222011421|687194943861|31
1321970449956|755914420598|31
1321970450956|755914420599|31
1321970451956|755914420600|31
1321970452956|755914420601|31
1321970453956|755914420602|31
1321970454956|755914420603|31
1321970455956|755914420604|31
1321970456956|755914420605|31
1321970457956|755914420606|31
1321970458956|755914420607|31
1321970459956|755914420608|31
1348961193106|1099511804289|31
1348961194106|1099511804290|31
1348961195106|1099511804291|31
1348961196106|1099511804292|31
1348961197106|1099511804293|31
1290099534646|343597560198|31
1290099535646|343597560199|31
1290099536646|343597560200|31
1290099537646|343597560201|31
1290099538646|343597560202|31
1290099539646|343597560203|31
1290099540646|343597560204|31
1290099541646|343597560205|31
1290099542646|343597560206|31
1290099543646|343597560207|31
1290099544646|343597560208|31
1290099545646|343597560209|72
1299427813790|481036513682|31
1299427814790|481036513683|31
1299427815790|481036513684|31
1299427816790|481036513685|31
1299427817790|481036513686|31
1299427818790|481036513687|31
1299427819790|481036513688|31
1299427820790|481036513689|31
1299427821790|481036513690|31
1299427822790|481036513691|31
1299427823790|481036513692|31
1299427824790|481036513693|31
1299427825790|481036513694|31
1299427826790|481036513695|31
1299427827790|481036513696|31
1350169875300|1099511804323|101
1350169876300|1099511804324|31
1350169877300|1099511804325|31
1319300132992|687194943910|31
1319300133992|687194943911|31
1319300134992|687194943912|31
1319300135992|687194943913|31
1319300136992|687194943914|31
1319300137992|687194943915|31
1319300138992|687194943916|31
1319300139992|687194943917|31
1319300140992|687194943918|31
1319300141992|687194943919|31
1319300142992|687194943920|31
1319300143992|687194943921|31
1319300144992|687194943922|31
1319300145992|687194943923|31
1319300146992|687194943924|31
1319300147992|687194943925|31
1317516446450|687194943926|31
1317516447450|687194943927|31
1317516448450|687194943928|31
1317516449450|687194943929|31
1317516450450|687194943930|31
1317516451450|687194943931|31
1317516452450|687194943932|31
1317516453450|687194943933|31
1317516454450|687194943934|31
1317516455450|687194943935|31
1317516456450|687194943936|31
1317516457450|687194943937|31
1317516458450|687194943938|31
1317516459450|687194943939|31
1317516460450|687194943940|82
1317516461450|687194943941|31
1317516462450|687194943942|31
1317516463450|687194943943|31
1317516464450|687194943944|31
1317516465450|687194943945|31
1327375232372|824633897418|31
1327375233372|824633897419|31
1327375234372|824633897420|31
1327375235372|824633897421|31
1327375236372|824633897422|31
1327375237372|824633897423|31
1327375238372|824633897424|31
1327375239372|824633897425|31
1327375240372|824633897426|31
1327375241372|824633897427|31
1327375242372|824633897428|31
1327375243372|824633897429|31
1286217664527|274878083542|2
1286217665527|274878083543|31
1286217666527|274878083544|31
1286217667527|274878083545|31
1286217668527|274878083546|31
1286217669527|274878083547|31
1286217670527|274878083548|31
1286217671527|274878083549|31
1286217672527|274878083550|31
1286217673527|274878083551|31
1286217674527|274878083552|31
1286217675527|274878083553|31
1286217676527|274878083554|31
1286217677527|274878083555|31
1286217678527|274878083556|31
1334440376106|893353374181|31
1334440377106|893353374182|31
1334440378106|893353374183|31
1334440379106|893353374184|31
1350466341502|1099511804393|31
1350466342502|1099511804394|31
1350466343502|1099511804395|31
1350466344502|1099511804396|31
1350466345502|1099511804397|31
1350466346502|1099511804398|31
1350466347502|1099511804399|31
1350466348502|1099511804400|31
1350466349502|1099511804401|31
1350466350502|1099511804402|31
1350466351502|1099511804403|31
1350466352502|1099511804404|31
1350466353502|1099511804405|31
1350466354502|1099511804406|31
1350466355502|1099511804407|31
1350466356502|1099511804408|31
1350466357502|1099511804409|31
1350466358502|1099511804410|31
1350466359502|1099511804411|31
1314767248534|618475467260|31
1314767249534|618475467261|31
1314767250534|618475467262|31
1314767251534|618475467263|31
1314767252534|618475467264|31
1314767253534|618475467265|31
1314767254534|618475467266|31
1314767255534|618475467267|31
1314767256534|618475467268|31
1314767257534|618475467269|31
1314767258534|618475467270|31
1314767259534|618475467271|31
1314767260534|618475467272|31
1314767261534|618475467273|31
1314767262534|618475467274|31
1314767263534|618475467275|31
1314767264534|618475467276|31
1314767265534|618475467277|31
1325834421073|755914420750|31
1325834422073|755914420751|31
1325834423073|755914420752|31
1325834424073|755914420753|31
1343860344275|1030792327698|31
1343860345275|1030792327699|31
1343860346275|1030792327700|31
1343860347275|1030792327701|31
1343860348275|1030792327702|31
1343860349275|1030792327703|31
1343860350275|1030792327704|31
1334133410630|893353374233|31
1334133411630|893353374234|31
1334133412630|893353374235|31
1334133413630|893353374236|31
1334133414630|893353374237|31
1334133415630|893353374238|31
1334133416630|893353374239|31
1334133417630|893353374240|31
1334133418630|893353374241|31
1334133419630|893353374242|31
1349620093729|1099511804451|31
1349620094729|1099511804452|31
1349620095729|1099511804453|31
1349620096729|1099511804454|31
1349620097729|1099511804455|31
1349620098729|1099511804456|31
1349620099729|1099511804457|31
1349620100729|1099511804458|31
1349620101729|1099511804459|31
1349620102729|1099511804460|31
1349620103729|1099511804461|31
1349620104729|1099511804462|31
1349620105729|1099511804463|31
1349620106729|1099511804464|31
1349620107729|1099511804465|31
1349620108729|1099511804466|31
1349620109729|1099511804467|31
1343887669388|1030792327732|31
1343887670388|1030792327733|31
1343887671388|1030792327734|31
1343887672388|1030792327735|31
1343887673388|1030792327736|31
1343887674388|1030792327737|31
1343887675388|1030792327738|31
1343887676388|1030792327739|31
1343887677388|1030792327740|31
1343887678388|1030792327741|31
1343887679388|1030792327742|31
1343887680388|1030792327743|31
1294266144134|412317037120|31
1294266145134|412317037121|31
1294266146134|412317037122|31
1294266147134|412317037123|31
1294266148134|412317037124|31
1294266149134|412317037125|31
1294266150134|412317037126|31
1294266151134|412317037127|31
1294266152134|412317037128|31
1294266153134|412317037129|31
1294266154134|412317037130|31
1294266155134|412317037131|31
1294266156134|412317037132|31
1294266157134|412317037133|31
1319590745871|687194944092|31
1319590746871|687194944093|31
1319590747871|687194944094|31
1319590748871|687194944095|31
1319590749871|687194944096|31
1319590750871|687194944097|31
1328386026662|824633897570|108
1347485300513|1099511804518|108
1329137284558|824633897578|108
1317116908468|687194944110|108
1317108358468|687194944128|108
1335798737645|893353374359|45
1303403861676|481036514027|22
1340272528302|962072851204|66
1340272529302|962072851205|108
1340272531302|962072851207|86
1340272536302|962072851212|81
1347439923664|1099511804713|93
1318735268955|687194944416|52
1318763528955|687194944432|52
1318752953954|687194944446|108
1318745438955|687194944462|52
1318864553955|687194944478|52
1318826978955|687194944494|52
1325986268650|824633898025|1
1342498460305|1030792328238|78
1335660342478|893353374793|83
1353887824505|1168231281763|55
1347021706461|1030792328304|73
1352387777255|1099511805067|56
1347725648197|1099511805089|76
1343515431527|1030792328386|53
1327865482584|824633898190|78
1325764851509|755914421476|52
1325697486509|755914421484|55
1327746442335|824633898235|52
1327746443335|824633898236|52
1326691695698|824633898237|52
1326691696698|824633898238|52
1326691697698|824633898239|52
1345556192138|1030792328448|52
1345556193138|1030792328449|52
1345556194138|1030792328450|52
1345556195138|1030792328451|52
1345556196138|1030792328452|52
1345556197138|1030792328453|52
1345556198138|1030792328454|52
1345556199138|1030792328455|52
1345556200138|1030792328456|52
1345556201138|1030792328457|52
1341969729505|1030792328458|52
1341969730505|1030792328459|52
1341969731505|1030792328460|52
1341969732505|1030792328461|52
1341969733505|1030792328462|52
1341969734505|1030792328463|52
1351776855629|1099511805200|52
1351776856629|1099511805201|52
1351776857629|1099511805202|52
1351776858629|1099511805203|58
1351776860629|1099511805205|52
1351776861629|1099511805206|52
1351776862629|1099511805207|52
1351776863629|1099511805208|10
1351776864629|1099511805209|52
1351776866629|1099511805211|52
1351776867629|1099511805212|52
1351776869629|1099511805214|52
1309861817814|549755991327|52
1309861818814|549755991328|52
1309861819814|549755991329|52
1309861820814|549755991330|52
1309861821814|549755991331|52
1309861822814|549755991332|52
1309861823814|549755991333|52
1309861824814|549755991334|52
1309861825814|549755991335|52
1326047259787|824633898280|52
1326047260787|824633898281|52
1326047261787|824633898282|52
1326047262787|824633898283|52
1326047263787|824633898284|52
1326047264787|824633898285|52
1326047265787|824633898286|52
1326047266787|824633898287|52
1326047267787|824633898288|52
1326047269787|824633898290|52
1326047270787|824633898291|52
1326047271787|824633898292|52
1326047272787|824633898293|52
1326047273787|824633898294|52
1326047274787|824633898295|52
1326047275787|824633898296|52
1349865077594|1099511805241|52
1349865078594|1099511805242|52
1349865079594|1099511805243|52
1349865080594|1099511805244|52
1349865081594|1099511805245|52
1343911604353|1030792328510|52
1343911605353|1030792328511|52
1343911606353|1030792328512|52
1343911607353|1030792328513|52
1343911608353|1030792328514|52
1343911609353|1030792328515|52
1343911610353|1030792328516|52
1343911611353|1030792328517|52
1343911612353|1030792328518|52
1343911613353|1030792328519|52
1303746622976|481036514632|52
1303746623976|481036514633|52
1303746624976|481036514634|20
1303746625976|481036514635|52
1303746626976|481036514636|52
1303746627976|481036514637|52
1303746628976|481036514638|52
1303746629976|481036514639|50
1309158026348|549755991376|52
1309158027348|549755991377|52
1309158028348|549755991378|52
1309158029348|549755991379|52
1309158030348|549755991380|52
1309158031348|549755991381|52
1309158032348|549755991382|52
1309158033348|549755991383|52
1309158035348|549755991385|1
1309158036348|549755991386|52
1309158037348|549755991387|52
1309158038348|549755991388|52
1309158039348|549755991389|52
1309158040348|549755991390|52
1309158041348|549755991391|52
1309158042348|549755991392|52
1301811906748|481036514657|52
1301811908748|481036514659|52
1301811909748|481036514660|52
1301811910748|481036514661|52
1301811912748|481036514663|52
1301811913748|481036514664|52
1301811914748|481036514665|52
1298171003618|412317037930|52
1298171004618|412317037931|52
1298171005618|412317037932|52
1298171006618|412317037933|52
1298171007618|412317037934|52
1294024608709|343597561200|52
1294024609709|343597561201|52
1294024610709|343597561202|52
1294024611709|343597561203|52
1294024612709|343597561204|52
1351075816224|1099511805301|52
1351075817224|1099511805302|52
1351075818224|1099511805303|52
1351075819224|1099511805304|52
1351075820224|1099511805305|52
1351075821224|1099511805306|52
1351075822224|1099511805307|52
1351075823224|1099511805308|52
1351075824224|1099511805309|52
1351075825224|1099511805310|52
1351075826224|1099511805311|52
1313353957556|618475468160|52
1313353958556|618475468161|52
1313353959556|618475468162|52
1313353960556|618475468163|52
1313353961556|618475468164|52
1313353962556|618475468165|52
1313353963556|618475468166|52
1313353964556|618475468167|52
1313353965556|618475468168|52
1346657789877|1030792328586|52
1346657790877|1030792328587|52
1346657791877|1030792328588|52
1346657792877|1030792328589|52
1346657793877|1030792328590|52
1346657794877|1030792328591|52
1346657795877|1030792328592|52
1346657796877|1030792328593|52
1346657797877|1030792328594|52
1346657798877|1030792328595|52
1346657800877|1030792328597|52
1346657801877|1030792328598|52
1297063587278|412317037975|52
1297063588278|412317037976|52
1297063589278|412317037977|52
1297063590278|412317037978|52
1297063591278|412317037979|52
1297063592278|412317037980|52
1297063593278|412317037981|52
1343056787764|1030792328606|52
1343056788764|1030792328607|52
1343056789764|1030792328608|52
1343056790764|1030792328609|52
1343056791764|1030792328610|52
1343056792764|1030792328611|52
1343056793764|1030792328612|52
1343056794764|1030792328613|52
1343056795764|1030792328614|52
1343056796764|1030792328615|52
1343056797764|1030792328616|52
1343056798764|1030792328617|52
1343056799764|1030792328618|52
1342348195917|1030792328621|52
1342348196917|1030792328622|52
1342348198917|1030792328624|52
1342348199917|1030792328625|52
1342348200917|1030792328626|52
1348968096983|1099511805363|52
1348968097983|1099511805364|19
1348968098983|1099511805365|52
1348968099983|1099511805366|52
1348968100983|1099511805367|52
1348968103983|1099511805370|52
1348968104983|1099511805371|52
1348968105983|1099511805372|52
1348968106983|1099511805373|52
1317993858512|687194944958|52
1317993859512|687194944959|52
1317993860512|687194944960|52
1317993861512|687194944961|52
1292272128901|343597561282|52
1292272129901|343597561283|52
1292272130901|343597561284|52
1292272131901|343597561285|52
1292272132901|343597561286|52
1292272133901|343597561287|52
1292272134901|343597561288|52
1292272135901|343597561289|52
1292272136901|343597561290|52
1292272137901|343597561291|52
1292272138901|343597561292|52
1292272139901|343597561293|52
1292272140901|343597561294|52
1292272142901|343597561296|52
1292272143901|343597561297|52
1287174909504|274878084562|52
1287174910504|274878084563|52
1287174911504|274878084564|52
1287174912504|274878084565|52
1287174913504|274878084566|52
1287174914504|274878084567|52
1313587539355|618475468248|52
1313587540355|618475468249|52
1313587541355|618475468250|52
1336294703014|893353375195|52
1336294704014|893353375196|41
1336294705014|893353375197|110
1336294706014|893353375198|52
1336294707014|893353375199|52
1336294708014|893353375200|52
1336294709014|893353375201|52
1336294710014|893353375202|52
1336294711014|893353375203|52
1336294712014|893353375204|52
1328136769592|824633898469|83
1346540115627|1030792328698|83
1329187747363|824633898511|83
1325395076283|755914421796|83
1325395077283|755914421797|83
1325395078283|755914421798|83
1331491153888|893353375271|83
1331491154888|893353375272|83
1331491155888|893353375273|83
1331491156888|893353375274|83
1331491157888|893353375275|83
1331491158888|893353375276|83
1331491159888|893353375277|83
1331491161888|893353375279|83
1331491162888|893353375280|83
1331491163888|893353375281|83
1331491164888|893353375282|83
1331491165888|893353375283|83
1331491166888|893353375284|83
1313524106280|618475468341|83
1313524107280|618475468342|83
1313524109280|618475468344|83
1313524110280|618475468345|83
1313524111280|618475468346|83
1313524112280|618475468347|83
1313524113280|618475468348|83
1313524114280|618475468349|83
1313524115280|618475468350|83
1313524116280|618475468351|83
1313524117280|618475468352|83
1313524118280|618475468353|83
1313524119280|618475468354|83
1313524120280|618475468355|83
1313524121280|618475468356|83
1313524122280|618475468357|83
1292765466707|343597561414|83
1292765468707|343597561416|83
1292765469707|343597561417|83
1292765470707|343597561418|83
1292765471707|343597561419|83
1292765472707|343597561420|83
1292765473707|343597561421|83
1292765474707|343597561422|83
1329801891580|824633898582|83
1329801892580|824633898583|83
1329729396718|824633898584|83
1329729397718|824633898585|83
1329729398718|824633898586|83
1329729399718|824633898587|83
1329729400718|824633898588|83
